intent,utterance
where_to_report,Saan ko irereport ang scam na nangyari sa aking digital wallet?
where_to_report,Paano ko irereport ang scam sa Facebook?
where_to_report,Paano ko irereport ang pekeng account sa Facebook o Instagram?
where_to_report,Paano ko irereport ang scammer sa TikTok?
where_to_report,Paano ko irereport ang scam na nangyari sa Shopee o Lazada?
where_to_report,Saan ko irereport ang pekeng seller sa Shopee?
where_to_report,Paano mag-report ng scam sa Lazada?
where_to_report,Paano ko irereport ang scam na nangyari sa isang online marketplace?
where_to_report,Saan ko irereport ang romance scam na nangyari sa akin?
where_to_report,Paano ko irereport ang investment scam sa tamang ahensya?
where_to_report,Saan ko irereport ang pekeng investment company?
where_to_report,Ano ang papel ng SEC sa pag-report ng investment scam?
where_to_report,Paano mag-file ng reklamo sa SEC tungkol sa investment fraud?
where_to_report,Paano ko irereport ang crypto scam sa Pilipinas?
where_to_report,Saan ko irereport ang pekeng cryptocurrency trading platform?
where_to_report,Paano ko irereport ang job scam o fake recruitment?
where_to_report,Saan ko irereport ang pekeng overseas job recruiter?
where_to_report,Ano ang papel ng DOLE o POEA sa pag-report ng illegal recruitment scam?
where_to_report,Paano mag-file ng reklamo sa POEA tungkol sa overseas job scam?
where_to_report,Paano ko irereport ang text scam sa aking telecom provider?
where_to_report,Paano ko irereport ang scam text sa Globe o Smart?
where_to_report,Saan ko ipapasa ang scam na text message para maiwasan pang mangyari sa iba?
where_to_report,Paano ko irereport ang phishing text o email?
where_to_report,Paano ko irereport ang scam sa DICT o iBOT?
where_to_report,Ano ang CICC at paano sila makakatulong sa mga biktima ng scam?
where_to_report,Paano mag-report sa Cybercrime Investigation and Coordinating Center?
where_to_report,Ano ang contact details ng CICC para sa scam report?
where_to_report,Paano ko irereport ang scam sa IC3 o ibang international cybercrime body?
where_to_report,Ano ang mga dokumento o ebidensya na kailangan ko para mag-report ng scam?
where_to_report,Anong mga screenshot o proof ang kailangan ko bago mag-report ng scam?
where_to_report,Paano ko ise-save ang ebidensya para sa pag-report ng scam?
where_to_report,Ano ang dapat i-document bago mag-report ng scam?
where_to_report,Paano ko kukuhain ang ebidensya mula sa chat o social media bago mag-report?
where_to_report,Kailangan ko bang may abogado para mag-file ng reklamo tungkol sa scam?
where_to_report,Libre ba ang pag-file ng reklamo tungkol sa online scam?
where_to_report,Gaano katagal ang proseso ng pag-report ng scam?
where_to_report,Ano ang mangyayari pagkatapos kong mag-report ng scam?
where_to_report,Maaari ko bang mabawi ang aking pera matapos mag-report ng scam?
where_to_report,Ano ang mga posibleng resulta ng pag-report ng scam?
where_to_report,May proteksyon ba ako bilang biktima pagkatapos mag-report ng scam?
where_to_report,Paano ko malalaman kung pinroroseso na ang aking reklamo tungkol sa scam?
where_to_report,Mayroon bang hotline para sa mga biktima ng online scam sa Pilipinas?
where_to_report,Ano ang emergency contact para sa mga na-scam online?
where_to_report,May 24/7 na serbisyo ba para sa mga biktima ng scam?
where_to_report,Paano ko malalaman kung may aksyon na na ginawa ang pulis sa aking report?
where_to_report,Pwede ko bang i-report ang scam online nang hindi pumunta sa opisina?
where_to_report,May online portal ba para mag-report ng cybercrime o scam?
where_to_report,Paano mag-report ng scam sa pamamagitan ng internet?
where_to_report,May email ba ang NBI o PNP para sa scam reports?
where_to_report,Paano ko irereport ang scam kung wala akong transportasyon papunta sa opisina?
where_to_report,Mayroon bang paraan para mag-report ng scam nang hindi personal na pumunta sa opisina?
where_to_report,Paano ko irereport ang scam kung nasa probinsya ako?
where_to_report,Mayroon bang lokal na opisina sa aming lugar para sa pag-report ng online scam?
where_to_report,Paano ko irereport ang scam sa barangay o lokal na tanggapan?
where_to_report,Ano ang dapat gawin sa barangay pagkatapos ma-scam?
where_to_report,Makakatulong ba ang barangay sa pag-report ng online scam?
where_to_report,Paano ko irereport ang scam sa pinaka-mabilis na paraan?
where_to_report,Ano ang pinaka-epektibong paraan para maireport ang scam at makuha ang tulong?
where_to_report,Paano ko irereport ang scam para maiwasang mabiktima pa ang ibang tao?
where_to_report,Bakit mahalaga ang pag-report ng scam kahit malabo nang mabawi ang pera?
where_to_report,Ano ang benepisyo ng pag-report ng scam sa tamang ahensya?
where_to_report,Paano ko mapoprotektahan ang aking sarili habang nasa proseso ng pag-report ng scam?
where_to_report,Ano ang aking mga karapatan bilang biktima ng scam sa Pilipinas?
where_to_report,Anong batas ang nagpoprotekta sa mga biktima ng online scam sa Pilipinas?
where_to_report,Ano ang Cybercrime Prevention Act at paano ito nakakatulong sa mga biktima?
where_to_report,Paano ko magagamit ang batas para tulungan ang aking sarili matapos ma-scam?
where_to_report,Ano ang mga legal na hakbang na maaari kong gawin laban sa scammer?
where_to_report,Paano ko malalaman kung may kaso na ako laban sa scammer?
where_to_report,Maaari ko bang idemanda ang scammer sa korte?
where_to_report,Paano mag-file ng legal na kaso laban sa online scammer?
where_to_report,Sino ang maaari kong humingi ng libreng legal na tulong bilang biktima ng scam?
where_to_report,Ano ang PAO at paano sila makakatulong sa mga biktima ng scam?
where_to_report,Paano makipag-ugnayan sa Public Attorney's Office para sa tulong sa scam case?
where_to_report,May libreng legal na tulong ba para sa mga biktima ng online scam?
where_to_report,Paano ko irereport ang scam para maprotektahan ang iba pang maaaring mabiktima?
where_to_report,Paano ko ma-warn ang iba tungkol sa scammer na nanloko sa akin?
where_to_report,Saan ko pwedeng ibahagi ang aking karanasan para maiwasan ang iba mabiktima?
where_to_report,Paano ko irereport ang scam sa media para mas maraming tao ang mapabantayan?
where_to_report,May mga consumer advocacy group ba sa Pilipinas na tumutulong sa mga biktima ng scam?
where_to_report,Paano makipag-ugnayan sa mga organisasyon na tumutulong sa mga biktima ng online scam?
where_to_report,Saan ko pwedeng isampa ang reklamo tungkol sa scam na nangyari sa akin?
where_to_report,Ano ang tamang ahensya para sa pag-report ng panloloko sa internet?
where_to_report,Kanino ko dapat ipaalam ang nangyaring scam para maaksyunan ito?
where_to_report,Paano ko malalaman kung aling opisina ang tamang lapitan para sa aking uri ng scam?
where_to_report,Sino ang may kapangyarihang humarap sa mga kaso ng online scam sa Pilipinas?
where_to_report,Paano ko malalaman kung ang aking kaso ay dapat dalhin sa NBI o PNP?
where_to_report,Ano ang pagkakaiba ng reklamo sa NBI at sa PNP para sa online scam?
where_to_report,Paano ko malalaman kung saan mas mabilis maproseso ang aking reklamo tungkol sa scam?
where_to_report,Sino ang tamang ahensya para ireklamo ang scam na nangyari sa Facebook?
where_to_report,Paano ko irereport ang scam sa tamang lugar para maaksyunan agad?
where_to_report,Ano ang mga steps na dapat sundin para maireport ang online scam nang wasto?
where_to_report,Paano ko malalaman kung mayroon nang aksyon ang ahensya sa aking report ng scam?
where_to_report,Saan ko mahahanap ang form para mag-file ng reklamo tungkol sa scam?
where_to_report,Paano ko malalaman kung kailangan ko pang bumalik sa opisina matapos mag-file ng reklamo?
where_to_report,Ano ang nangyayari sa aking reklamo matapos itong isumite sa NBI o PNP?
where_to_report,Paano ko susubaybayan ang status ng aking reklamo tungkol sa scam?
where_to_report,Gaano katagal bago sagutin ng ahensya ang aking reklamo tungkol sa scam?
where_to_report,May paraan ba para mapabilis ang pagsisiyasat ng aking reklamo sa scam?
where_to_report,Ano ang mangyayari kung hindi aksyunan ng ahensya ang aking reklamo?
where_to_report,Saan pa ako pwedeng pumunta kung hindi sumagot ang unang ahensyang pinuntahan ko?
where_to_report,Paano ko irereport ang scam kung ang scammer ay nasa ibang bansa?
where_to_report,Ano ang magagawa ng Pilipinas laban sa scammer na nasa abroad?
where_to_report,Paano makipagtulungan ang Pilipinas sa ibang bansa para hulihin ang international scammer?
where_to_report,Saan ko irereport ang cross-border na scam na nangyari sa akin?
where_to_report,Paano ko irereport ang scam sa Interpol o ibang international na ahensya?
where_to_report,Ano ang mga internasyonal na organisasyon na tumutulong sa mga biktima ng online scam?
where_to_report,Paano ko irereport ang scam sa platform kung saan nangyari ito tulad ng dating app?
where_to_report,Saan ko irereport ang pekeng profile sa isang dating app?
where_to_report,Paano ko irereport ang scam na nangyari sa Viber o WhatsApp?
where_to_report,Saan ko irereport ang scam na nangyari sa Telegram?
where_to_report,Paano ko irereport ang pekeng website na ginamit para lokohin ako?
where_to_report,Saan ko irereport ang domain o URL ng pekeng website na scam?
where_to_report,Paano ko irereport ang scam email na natanggap ko?
where_to_report,Saan ko irereport ang phishing email para maiwasan pang mabiktima ang iba?
where_to_report,Paano ko irereport ang scam na nangyari sa YouTube o ibang video platform?
where_to_report,Saan ko irereport ang pekeng investment ads na nakita ko online?
where_to_report,Paano ko irereport ang scam na nangyari sa isang online gaming platform?
where_to_report,Saan ko irereport ang scam na nangyari habang naglalaro online?
where_to_report,Paano ko irereport ang scammer na gumagamit ng iba't ibang platform para lokohin?
where_to_report,Saan ko irereport ang scam na nangyari sa pamamagitan ng SMS blast?
where_to_report,Paano ko irereport ang mga scam na text na paulit-ulit na natatanggap ko?
where_to_report,Saan ko ipapasa ang numero ng scammer para ma-block ng telecom company?
where_to_report,Paano ko irereport ang scam call na natanggap ko?
where_to_report,Saan ko irereport ang robocall na scam?
where_to_report,Paano ko irereport ang scam na nangyari sa pamamagitan ng email impersonation?
where_to_report,Saan ko irereport ang identity theft na dulot ng scam?
where_to_report,Paano ko irereport ang scam kung ginamit ang aking pangalan para lokohin ang iba?
where_to_report,Saan ko irereport kung may gumamit ng aking personal na impormasyon para sa scam?
where_to_report,Paano ko irereport ang data breach na naging dahilan ng scam sa akin?
where_to_report,Saan ko irereport ang company na nagbenta ng aking personal na impormasyon?
where_to_report,Paano ko irereport ang scam sa NPC o National Privacy Commission?
where_to_report,Ano ang papel ng National Privacy Commission sa pag-report ng scam?
where_to_report,Paano mag-file ng reklamo sa NPC tungkol sa pagnanakaw ng personal na datos?
where_to_report,Saan ko irereport ang paglabag sa aking data privacy dahil sa scam?
where_to_report,Paano ko irereport ang scam sa AMLC o Anti-Money Laundering Council?
where_to_report,Ano ang papel ng AMLC sa pagsisiyasat ng financial scam?
where_to_report,Paano ko irereport ang suspetsang money laundering na konektado sa scam?
where_to_report,Saan ko irereport ang scam kung ang pera ko ay na-transfer sa maraming account?
where_to_report,Paano ko irereport ang travel scam sa DOT o Department of Tourism?
where_to_report,Ano ang papel ng DOT sa pag-report ng pekeng travel agency?
where_to_report,Saan ko irereport ang pekeng tour operator na nanloko sa akin?
where_to_report,Paano ko irereport ang charity scam sa DSWD o ibang ahensya?
where_to_report,Saan ko irereport ang pekeng fundraising campaign o donation drive?
where_to_report,Paano ko irereport ang scam na gumagamit ng pangalan ng isang legit na organisasyon?
where_to_report,Saan ko irereport ang scam na nagpapanggap na well-known na kumpanya?
where_to_report,Paano ko irereport ang scam kung hindi ko alam ang tunay na pangalan ng scammer?
where_to_report,Pwede pa rin bang mag-report ng scam kahit wala akong pangalan o address ng scammer?
where_to_report,Ano ang gagawin ng ahensya kung wala akong sapat na impormasyon tungkol sa scammer?
where_to_report,Paano ko irereport ang scam kahit wala akong matibay na ebidensya?
where_to_report,Ano ang minimum na ebidensya na kailangan para makapag-report ng scam?
where_to_report,Pwede bang maging ebidensya ang mga screenshot ng conversation para sa reklamo?
where_to_report,Paano ko gagamitin ang bank transaction records bilang ebidensya sa pag-report ng scam?
where_to_report,Maaari bang gumamit ng recorded call bilang ebidensya sa pag-report ng scam?
where_to_report,Paano ko ilalagay sa affidavit ang nangyari para sa opisyal na reklamo?
where_to_report,Ano ang affidavit of complaint at paano ito ginagawa para sa scam case?
where_to_report,Kailangan ko bang mag-notarize ng aking reklamo bago isumite sa NBI o PNP?
where_to_report,Paano ko malalaman kung kailangan pa ng dagdag na dokumento para sa aking reklamo?
where_to_report,Ano ang blotter report at kailangan ko ba nito para sa pag-report ng scam?
where_to_report,Paano mag-file ng blotter sa pulis tungkol sa online scam?
where_to_report,Saan ako pwedeng kumuha ng kopya ng aking blotter report para sa karagdagang hakbang?
where_to_report,Ano ang pagkakaiba ng blotter at ng opisyal na reklamo para sa scam?
where_to_report,Paano ko malalaman kung kailangan ko ng blotter bago pumunta sa NBI o PNP?
where_to_report,Paano ko irereport ang scam sa aking sariling bangko para ma-freeze ang account ng scammer?
where_to_report,Maaari bang humiling sa bangko na i-reverse ang transaction dahil sa scam?
where_to_report,Ano ang chargeback at paano ito magagamit kung na-scam ako sa online payment?
where_to_report,Paano ko magagamit ang chargeback para mabawi ang pera ko matapos ma-scam?
where_to_report,Anong uri ng scam ang maaaring maging subject ng chargeback sa bangko?
where_to_report,Paano ko irereport ang scam sa e-wallet provider para ma-freeze ang account ng scammer?
where_to_report,Maaari bang i-freeze ang account ng scammer sa GCash o Maya kung mag-report ako?
where_to_report,Paano ko hihilingin sa GCash o Maya na suspindihin ang account ng scammer?
where_to_report,Ano ang proseso ng pag-freeze ng account ng scammer sa digital wallet?
where_to_report,Paano ko malalaman kung na-freeze na ang account ng scammer matapos kong mag-report?
where_to_report,Saan ko irereport ang scam para maiwasang magamit pa ng scammer ang kanyang account?
where_to_report,Paano ko irereport ang scam sa social media platform para ma-ban ang account ng scammer?
where_to_report,Ano ang proseso ng pag-report ng pekeng account sa Facebook para maalis ito?
where_to_report,Paano ko matutulungan ang Facebook o Instagram na mahanap at ma-remove ang scammer?
where_to_report,Maaari bang ipaalis ang account ng scammer sa social media kung mag-report ako?
where_to_report,Ano ang nangyayari sa account ng scammer sa social media pagkatapos ko itong i-report?
where_to_report,Paano ko irereport ang scam para maiwasan pang mabiktima ang iba pang tao?
where_to_report,Saan ko ibabahagi ang impormasyon tungkol sa scammer para mapabantayan ang komunidad?
where_to_report,Paano ko irereport ang scam sa mga consumer protection groups sa Pilipinas?
where_to_report,Ano ang mga NGO o non-government organization na tumutulong sa mga biktima ng scam?
where_to_report,Paano makipag-ugnayan sa mga volunteer group na tumutulong sa mga biktima ng online scam?
where_to_report,Saan ko mahahanap ang impormasyon tungkol sa mga support group para sa mga biktima ng scam?
where_to_report,Paano ko irereport ang scam sa opisyal na social media page ng NBI o PNP?
where_to_report,May Facebook page ba ang PNP ACG na pwedeng puntahan para mag-report ng scam?
where_to_report,Paano ko gagamitin ang social media ng gobyerno para mag-report ng scam?
where_to_report,Saan ako pwedeng mag-report ng scam sa pamamagitan ng chat o messenger?
where_to_report,Ano ang pinaka-madaling paraan para mag-report ng scam ngayon?
where_to_report,Paano ko irereport ang scam kung wala akong oras pumunta sa opisina?
where_to_report,May mobile app ba para sa pag-report ng cybercrime o online scam?
where_to_report,Saan ko mahahanap ang online complaint form ng NBI para sa cybercrime?
where_to_report,Paano mag-report ng scam gamit ang website ng PNP ACG?
where_to_report,Ano ang e-complaint system ng gobyerno para sa mga biktima ng online scam?
where_to_report,Saan ko mahahanap ang pinakabagong contact information ng mga ahensyang tatanggap ng scam report?
